,num,p_num,unique_id,author,publish_year,title,m_num,lat,long,climate_region,country,state_province,estuary,marsh,specific_site,time_frame,repeat.,sampling_year,sampling_year_full,specific_date_condition,specific_time,month,season,plant_species,plant_comment,section,tide,salinity,salinity_loc,ch4_n,ch4_flux,ch4_var,ch4_var_type,ch4_units,ch4_chamber,ch4_loc,soil_temp,soil_source,soil_temp_var,pw_salinity,pw_salinity_var,pw_conductivity,pw_conductivity_var,cond_convert,salinity_conductivity,enviro_source,ch4_method,ch4_method_simple,method,brand,brand2,model,group_key
2063,2161,97,1592,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",61,36.216913,120.112639,continental,China,Shandong,Jiaozhou Bay,PAF,NA,hour ,NA,2014,2014,NA,16:00:00,September,fall,Phragmites australis,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_PAF_2014_September_Phragmites australis_mesohaline__NA_NA
2064,2162,97,1591,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",62,36.216913,120.112639,continental,China,Shandong,Jiaozhou Bay,PAF,NA,hour ,NA,2014,2014,NA,8:00:00,October,fall,Phragmites australis,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_PAF_2014_October_Phragmites australis_mesohaline__NA_NA
2065,2163,97,1591,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",63,36.216913,120.112639,continental,China,Shandong,Jiaozhou Bay,PAF,NA,hour ,NA,2014,2014,NA,10:00:00,October,fall,Phragmites australis,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_PAF_2014_October_Phragmites australis_mesohaline__NA_NA
2066,2164,97,1591,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",64,36.216913,120.112639,continental,China,Shandong,Jiaozhou Bay,PAF,NA,hour ,NA,2014,2014,NA,12:00:00,October,fall,Phragmites australis,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_PAF_2014_October_Phragmites australis_mesohaline__NA_NA
2067,2165,97,1591,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",65,36.216913,120.112639,continental,China,Shandong,Jiaozhou Bay,PAF,NA,hour ,NA,2014,2014,NA,14:00:00,October,fall,Phragmites australis,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_PAF_2014_October_Phragmites australis_mesohaline__NA_NA
2068,2166,97,1591,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",66,36.216913,120.112639,continental,China,Shandong,Jiaozhou Bay,PAF,NA,hour ,NA,2014,2014,NA,16:00:00,October,fall,Phragmites australis,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_PAF_2014_October_Phragmites australis_mesohaline__NA_NA
2069,2167,97,1585,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",67,36.216913,120.112639,continental,China,Shandong,Jiaozhou Bay,PAF,NA,hour ,NA,2013,2013,NA,9:00:00,December,winter,Phragmites australis,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_PAF_2013_December_Phragmites australis_mesohaline__NA_NA
2070,2168,97,1585,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",68,36.216913,120.112639,continental,China,Shandong,Jiaozhou Bay,PAF,NA,hour ,NA,2013,2013,NA,12:00:00,December,winter,Phragmites australis,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_PAF_2013_December_Phragmites australis_mesohaline__NA_NA
2071,2169,97,1585,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",69,36.216913,120.112639,continental,China,Shandong,Jiaozhou Bay,PAF,NA,hour ,NA,2013,2013,NA,15:00:00,December,winter,Phragmites australis,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_PAF_2013_December_Phragmites australis_mesohaline__NA_NA
2072,2170,97,1587,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",70,36.216913,120.112639,continental,China,Shandong,Jiaozhou Bay,PAF,NA,hour ,NA,2014,2014,NA,9:00:00,February,winter,Phragmites australis,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_PAF_2014_February_Phragmites australis_mesohaline__NA_NA
2073,2171,97,1587,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",71,36.216913,120.112639,continental,China,Shandong,Jiaozhou Bay,PAF,NA,hour ,NA,2014,2014,NA,12:00:00,February,winter,Phragmites australis,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_PAF_2014_February_Phragmites australis_mesohaline__NA_NA
2074,2172,97,1587,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",72,36.216913,120.112639,continental,China,Shandong,Jiaozhou Bay,PAF,NA,hour ,NA,2014,2014,NA,15:00:00,February,winter,Phragmites australis,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_PAF_2014_February_Phragmites australis_mesohaline__NA_NA
2075,2173,97,1606,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",73,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,8:00:00,May,spring,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_May_Suaeda salsa_mesohaline__NA_NA
2076,2174,97,1606,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",74,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,10:00:00,May,spring,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_May_Suaeda salsa_mesohaline__NA_NA
2077,2175,97,1606,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",75,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,12:00:00,May,spring,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_May_Suaeda salsa_mesohaline__NA_NA
2078,2176,97,1606,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",76,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,14:00:00,May,spring,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_May_Suaeda salsa_mesohaline__NA_NA
2079,2177,97,1606,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",77,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,16:00:00,May,spring,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_May_Suaeda salsa_mesohaline__NA_NA
2080,2178,97,1605,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",78,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,8:00:00,June,summer,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_June_Suaeda salsa_mesohaline__NA_NA
2081,2179,97,1605,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",79,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,10:00:00,June,summer,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_June_Suaeda salsa_mesohaline__NA_NA
2082,2180,97,1605,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",80,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,12:00:00,June,summer,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_June_Suaeda salsa_mesohaline__NA_NA
2083,2181,97,1605,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",81,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,14:00:00,June,summer,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_June_Suaeda salsa_mesohaline__NA_NA
2084,2182,97,1605,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",82,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,16:00:00,June,summer,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_June_Suaeda salsa_mesohaline__NA_NA
2085,2183,97,1604,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",83,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,8:00:00,July,summer,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_July_Suaeda salsa_mesohaline__NA_NA
2086,2184,97,1604,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",84,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,10:00:00,July,summer,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_July_Suaeda salsa_mesohaline__NA_NA
2087,2185,97,1604,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",85,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,12:00:00,July,summer,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_July_Suaeda salsa_mesohaline__NA_NA
2088,2186,97,1604,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",86,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,14:00:00,July,summer,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_July_Suaeda salsa_mesohaline__NA_NA
2089,2187,97,1604,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",87,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,16:00:00,July,summer,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_July_Suaeda salsa_mesohaline__NA_NA
2090,2188,97,1602,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",88,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,8:00:00,August,summer,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_August_Suaeda salsa_mesohaline__NA_NA
2091,2189,97,1602,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",89,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,10:00:00,August,summer,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_August_Suaeda salsa_mesohaline__NA_NA
2092,2190,97,1602,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",90,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,12:00:00,August,summer,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_August_Suaeda salsa_mesohaline__NA_NA
2093,2191,97,1602,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",91,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,14:00:00,August,summer,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_August_Suaeda salsa_mesohaline__NA_NA
2094,2192,97,1602,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",92,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,16:00:00,August,summer,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_August_Suaeda salsa_mesohaline__NA_NA
2095,2193,97,1608,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",93,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,8:00:00,September,fall,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_September_Suaeda salsa_mesohaline__NA_NA
2096,2194,97,1608,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",94,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,10:00:00,September,fall,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_September_Suaeda salsa_mesohaline__NA_NA
2097,2195,97,1608,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",95,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,12:00:00,September,fall,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_September_Suaeda salsa_mesohaline__NA_NA
2098,2196,97,1608,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",96,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,14:00:00,September,fall,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_September_Suaeda salsa_mesohaline__NA_NA
2099,2197,97,1608,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",97,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,16:00:00,September,fall,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_September_Suaeda salsa_mesohaline__NA_NA
2100,2198,97,1607,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",98,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,8:00:00,October,fall,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_October_Suaeda salsa_mesohaline__NA_NA
2101,2199,97,1607,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",99,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,10:00:00,October,fall,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_October_Suaeda salsa_mesohaline__NA_NA
2102,2200,97,1607,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",100,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,12:00:00,October,fall,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_October_Suaeda salsa_mesohaline__NA_NA
2103,2201,97,1607,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",101,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,14:00:00,October,fall,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_October_Suaeda salsa_mesohaline__NA_NA
2104,2202,97,1607,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",102,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2014,2014,NA,16:00:00,October,fall,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2014_October_Suaeda salsa_mesohaline__NA_NA
2105,2203,97,1601,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",103,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2013,2013,NA,9:00:00,December,winter,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2013_December_Suaeda salsa_mesohaline__NA_NA
2106,2204,97,1601,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",104,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2013,2013,NA,12:00:00,December,winter,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2013_December_Suaeda salsa_mesohaline__NA_NA
2107,2205,97,1601,Xi et al.,2019,"CO2 exchange under different vegetation covers in a coastal wetland of Jiaozhou Bay, China",105,36.179194,120.126278,continental,China,Shandong,Jiaozhou Bay,SSF,NA,hour ,NA,2013,2013,NA,15:00:00,December,winter,Suaeda salsa,NA,NA,mesotidal,mesohaline,Xi et al. 2018,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC- 14C, Shimadzu",97_Jiaozhou Bay_SSF_2013_December_Suaeda salsa_mesohaline__NA_NA
