,num,p_num,unique_id,author,publish_year,title,m_num,lat,long,climate_region,country,state_province,estuary,marsh,specific_site,time_frame,sampling_year,sampling_year_full,specific_date_condition,specific_time,month,season,plant_species,plant_comment,section,tide,salinity,salinity_loc,ch4_n,ch4_flux,ch4_var,ch4_var_type,ch4_units,ch4_chamber,ch4_loc,soil_temp,soil_source,soil_temp_var,pw_salinity,pw_salinity_var,pw_conductivity,pw_conductivity_var,cond_convert,salinity_conductivity,enviro_source,ch4_method,ch4_method_simple,method,brand,brand2,model,repeat_flag,group_key,yi,vi
585,2068,95,1562,Wilson et al.,2015,Spatial and temporal variability in carbon dioxide and methane exchange at thee coastal marshes along a salinity gradient in a northern Gulf of Mexico estuary,24,30.257167,-88.123972,subtropical/warm temperate,USA,Alabama,Mobile Bay,Dauphin Island ,NA,day,2012,2012,NA,NA,November,fall,Spartina alterniflora,NA,NA,microtidal,polyhaline,salinity in paper,3,36,36,SD,umol/m2/s,light,fig,18.1,NA,NA,25.49,NA,NA,NA,NA,25.49,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography and in situ closed chamber with portable infrared gas analyzer,Shimadzu,LI-COR,LI-COR model LI-820 and Shimadzu GC-2036,FALSE,95_Mobile Bay_Dauphin Island _2012_November_Spartina alterniflora_polyhaline_light_NA_NA,4.276858964,3
586,2069,95,1555,Wilson et al.,2015,Spatial and temporal variability in carbon dioxide and methane exchange at thee coastal marshes along a salinity gradient in a northern Gulf of Mexico estuary,25,30.257167,-88.123972,subtropical/warm temperate,USA,Alabama,Mobile Bay,Dauphin Island ,NA,day,2012,2012,NA,NA,December,winter,Spartina alterniflora,NA,NA,microtidal,polyhaline,salinity in paper,3,36,36,SD,umol/m2/s,light,fig,16.97,NA,NA,26.59,NA,NA,NA,NA,26.59,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography and in situ closed chamber with portable infrared gas analyzer,Shimadzu,LI-COR,LI-COR model LI-820 and Shimadzu GC-2037,FALSE,95_Mobile Bay_Dauphin Island _2012_December_Spartina alterniflora_polyhaline_light_NA_NA,4.276858964,3
587,2070,95,1565,Wilson et al.,2015,Spatial and temporal variability in carbon dioxide and methane exchange at thee coastal marshes along a salinity gradient in a northern Gulf of Mexico estuary,26,30.257167,-88.123972,subtropical/warm temperate,USA,Alabama,Mobile Bay,Dauphin Island ,NA,day,2013,2013,NA,NA,January,winter,Spartina alterniflora,NA,NA,microtidal,polyhaline,salinity in paper,3,36,36,SD,umol/m2/s,light,fig,13.78,NA,NA,25.82,NA,NA,NA,NA,25.82,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography and in situ closed chamber with portable infrared gas analyzer,Shimadzu,LI-COR,LI-COR model LI-820 and Shimadzu GC-2038,FALSE,95_Mobile Bay_Dauphin Island _2013_January_Spartina alterniflora_polyhaline_light_NA_NA,4.276858964,3
588,2314,101,48,Yang et al.,2017,Effects of coastal marsh conversion to shimp aquaculture ponds on CH 4 and N 2 O emissions,1,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2015,2015,NA,NA,June,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,847.098403,299.195904,SE,mg/m2/h,dark,fig,24.21,NA,0,4.2,2.5,NA,NA,NA,4.2,"fig, tab",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,101_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2015_June_Cyperus malaccensis_oligohaline_dark_NA_NA,7.434964395,3
589,2315,101,47,Yang et al.,2017,Effects of coastal marsh conversion to shimp aquaculture ponds on CH 4 and N 2 O emissions,2,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2015,2015,NA,NA,August,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,254.316518,132.768182,SE,mg/m2/h,dark,fig,27.95,NA,0.24,4.2,2.5,NA,NA,NA,4.2,"fig, tab",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,101_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2015_August_Cyperus malaccensis_oligohaline_dark_NA_NA,6.231730671,3
590,2316,101,49,Yang et al.,2017,Effects of coastal marsh conversion to shimp aquaculture ponds on CH 4 and N 2 O emissions,3,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2015,2015,NA,NA,October,fall,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,925.014003,29.296266,SE,mg/m2/h,dark,fig,23.94,NA,0.24,4.2,2.5,NA,NA,NA,4.2,"fig, tab",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,101_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2015_October_Cyperus malaccensis_oligohaline_dark_NA_NA,7.522956349,3
591,2317,102,50,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,1,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2019,2019,NA,NA,April,spring,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,70.435702,13.713146,SE,mg/m2/h,light,fig,23.6,NA,0.3,2.6,0.1,NA,NA,NA,2.6,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2019_April_Cyperus malaccensis_oligohaline_light_NA_NA,4.947897833,3
592,2318,102,55,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,2,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2019,2019,NA,NA,March,spring,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,167.051046,23.686342,SE,mg/m2/h,light,fig,23.6,NA,0.3,2.6,0.1,NA,NA,NA,2.6,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2019_March_Cyperus malaccensis_oligohaline_light_NA_NA,5.811455569,3
593,2319,102,54,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,3,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2019,2019,NA,NA,June,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,405.16112,36.776163,SE,mg/m2/h,light,fig,28.2,NA,0.1,2.8,0.3,NA,NA,NA,2.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2019_June_Cyperus malaccensis_oligohaline_light_NA_NA,6.697433519,3
594,2320,102,53,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,4,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2019,2019,NA,NA,July,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,244.343322,23.686342,SE,mg/m2/h,light,fig,28.2,NA,0.1,2.8,0.3,NA,NA,NA,2.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2019_July_Cyperus malaccensis_oligohaline_light_NA_NA,6.191725662,3
595,2321,102,53,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,5,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2019,2019,NA,NA,July,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,79.16225,9.349872,SE,mg/m2/h,light,fig,28.2,NA,0.1,2.8,0.3,NA,NA,NA,2.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2019_July_Cyperus malaccensis_oligohaline_light_NA_NA,5.064686616,3
596,2322,102,51,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,6,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2019,2019,NA,NA,August,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,90.382096,21.193043,SE,mg/m2/h,light,fig,28.2,NA,0.1,2.8,0.3,NA,NA,NA,2.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2019_August_Cyperus malaccensis_oligohaline_light_NA_NA,5.197223978,3
597,2323,102,51,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,7,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2019,2019,NA,NA,August,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,68.565728,13.713146,SE,mg/m2/h,light,fig,28.2,NA,0.1,2.8,0.3,NA,NA,NA,2.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2019_August_Cyperus malaccensis_oligohaline_light_NA_NA,4.920993172,3
598,2324,102,58,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,8,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2019,2019,NA,NA,September,fall,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,52.359283,8.726547,SE,mg/m2/h,light,fig,27.8,NA,0.6,7.8,0.5,NA,NA,NA,7.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2019_September_Cyperus malaccensis_mesohaline_light_NA_NA,4.651367607,3
599,2325,102,58,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,9,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2019,2019,NA,NA,September,fall,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,44.256061,8.103222,SE,mg/m2/h,light,fig,27.8,NA,0.6,7.8,0.5,NA,NA,NA,7.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2019_September_Cyperus malaccensis_mesohaline_light_NA_NA,4.483267132,3
600,2326,102,57,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,10,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2019,2019,NA,NA,October,fall,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,64.202454,22.439693,SE,mg/m2/h,light,fig,27.8,NA,0.6,7.8,0.5,NA,NA,NA,7.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2019_October_Cyperus malaccensis_mesohaline_light_NA_NA,4.85524926,3
601,2327,102,57,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,11,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2019,2019,NA,NA,October,fall,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,33.659539,13.713146,SE,mg/m2/h,light,fig,27.8,NA,0.6,7.8,0.5,NA,NA,NA,7.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2019_October_Cyperus malaccensis_mesohaline_light_NA_NA,4.20966426,3
602,2328,102,56,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,12,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2019,2019,NA,NA,November,fall,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,49.865984,3.739949,SE,mg/m2/h,light,fig,27.8,NA,0.6,7.8,0.5,NA,NA,NA,7.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2019_November_Cyperus malaccensis_mesohaline_light_NA_NA,4.602586791,3
603,2329,102,56,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,13,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2019,2019,NA,NA,November,fall,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,52.359283,28.049616,SE,mg/m2/h,light,fig,27.8,NA,0.6,7.8,0.5,NA,NA,NA,7.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2019_November_Cyperus malaccensis_mesohaline_light_NA_NA,4.651367607,3
604,2330,102,52,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,14,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2019,2019,NA,NA,December,winter,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,57.345882,29.91959,SE,mg/m2/h,light,fig,17.6,NA,1.2,10.8,0.4,NA,NA,NA,10.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2019_December_Cyperus malaccensis_mesohaline_light_NA_NA,4.74232423,3
605,2331,102,52,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,15,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2019,2019,NA,NA,December,winter,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,56.099232,29.296266,SE,mg/m2/h,light,fig,17.6,NA,1.2,10.8,0.4,NA,NA,NA,10.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2019_December_Cyperus malaccensis_mesohaline_light_NA_NA,4.720348731,3
606,2332,102,61,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,16,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2020,2020,NA,NA,January,winter,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,14.33647,5.609923,SE,mg/m2/h,light,fig,17.6,NA,1.2,10.8,0.4,NA,NA,NA,10.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2020_January_Cyperus malaccensis_mesohaline_light_NA_NA,3.357167949,3
607,2333,102,63,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,17,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2020,2020,NA,NA,June,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,42.386086,4.986598,SE,mg/m2/h,light,fig,28.2,NA,0.1,2.8,0.3,NA,NA,NA,2.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2020_June_Cyperus malaccensis_oligohaline_light_NA_NA,4.440106453,3
608,2334,102,62,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,18,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2020,2020,NA,NA,July,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,159.571149,11.843171,SE,mg/m2/h,light,fig,28.2,NA,0.1,2.8,0.3,NA,NA,NA,2.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2020_July_Cyperus malaccensis_oligohaline_light_NA_NA,5.765646897,3
609,2335,102,59,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,19,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2020,2020,NA,NA,August,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,226.890227,19.946394,SE,mg/m2/h,light,fig,28.2,NA,0.1,2.8,0.3,NA,NA,NA,2.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2020_August_Cyperus malaccensis_oligohaline_light_NA_NA,6.117618356,3
610,2336,102,66,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,20,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2020,2020,NA,NA,September,fall,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,76.045626,11.843171,SE,mg/m2/h,light,fig,27.8,NA,0.6,7.8,0.5,NA,NA,NA,7.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2020_September_Cyperus malaccensis_mesohaline_light_NA_NA,5.024523911,3
611,2337,102,66,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,21,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2020,2020,NA,NA,September,fall,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,32.41289,11.219846,SE,mg/m2/h,light,fig,27.8,NA,0.6,7.8,0.5,NA,NA,NA,7.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2020_September_Cyperus malaccensis_mesohaline_light_NA_NA,4.171941239,3
612,2338,102,65,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,22,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2020,2020,NA,NA,October,fall,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,18.076419,8.726547,SE,mg/m2/h,light,fig,27.8,NA,0.6,7.8,0.5,NA,NA,NA,7.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2020_October_Cyperus malaccensis_mesohaline_light_NA_NA,3.58851967,3
613,2339,102,65,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,23,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2020,2020,NA,NA,October,fall,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,29.91959,3.739949,SE,mg/m2/h,light,fig,27.8,NA,0.6,7.8,0.5,NA,NA,NA,7.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2020_October_Cyperus malaccensis_mesohaline_light_NA_NA,4.091939786,3
614,2340,102,64,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,24,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2020,2020,NA,NA,November,fall,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,32.41289,4.986598,SE,mg/m2/h,light,fig,27.8,NA,0.6,7.8,0.5,NA,NA,NA,7.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2020_November_Cyperus malaccensis_mesohaline_light_NA_NA,4.171941239,3
615,2341,102,60,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,25,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2020,2020,NA,NA,December,winter,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,19.323069,3.739949,SE,mg/m2/h,light,fig,17.6,NA,1.2,10.8,0.4,NA,NA,NA,10.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2020_December_Cyperus malaccensis_mesohaline_light_NA_NA,3.655115734,3
616,2342,102,70,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,26,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2021,2021,NA,NA,January,winter,Cyperus malaccensis,NA,NA,macrotidal,mesohaline,salinity in paper,3,21.193043,3.739949,SE,mg/m2/h,light,fig,17.6,NA,1.2,10.8,0.4,NA,NA,NA,10.8,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2021_January_Cyperus malaccensis_mesohaline_light_NA_NA,3.747376297,3
617,2343,102,73,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,27,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2021,2021,NA,NA,March,spring,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,48.619334,9.349872,SE,mg/m2/h,light,fig,23.6,NA,0.3,2.6,0.1,NA,NA,NA,2.6,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2021_March_Cyperus malaccensis_oligohaline_light_NA_NA,4.577274195,3
618,2344,102,67,Yang et al.,2022,Large increase in CH4 emission following conversion of coastal marsh to aquaculture ponds caused by changing gas transport pathways,28,26.031552,119.61621,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan Brackish tidal marsh,NA,day,2021,2021,NA,NA,April,spring,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,salinity in paper,3,49.242659,11.219846,SE,mg/m2/h,light,fig,23.6,NA,0.3,2.6,0.1,NA,NA,NA,2.6,supp tab,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu ,,"GC-2010,  Shimadzu ",FALSE,102_Minjiang/Min River Estuary_Shanyutan Brackish tidal marsh_2021_April_Cyperus malaccensis_oligohaline_light_NA_NA,4.590010565,3
